,kld,distance,idmi
0,10.556358480425386,2.6227509544918344,9.18
1,172.0575232299643,2.610014357840209,6.94
2,393.789017019254,2.579856753158225,5.15
3,685.8760042352164,2.5942143304128993,3.58
4,226.57114379021004,2.631390222845416,1.57
5,10.538732412709303,2.694866626102644,17.06
6,424.78888034937523,2.638175696888293,4.35
7,742.5070695084157,2.6064648798659364,1.35
8,796.9488108447847,2.6481198016562293,0.81
9,214.12049447605972,2.7323102767652623,11.68
